variety,image_url,breeder,length,sex,age,price
Doitsu Aka Matsuba,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/21/photos/Doitsu%20Aka%20Matsuba%2037cm.png,Miyatora,37cm,Female,Nisai (2y),$250 
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/21/photos/Showa%2036.png,Isa,36cm,Female,Nisai (2y),Unknown
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/22/photos/Showa%2035cm.png,Isa,35cm,Female,Nisai (2y),Unknown
Ginrin Chagoi,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/22/photos/gin-rin%20chagoi%2037cm.png,Dainichi,37cm,Female,Nisai (2y),$300 
Shiro Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/22/photos/Shiro%20UTsuri%2030cm.png,Omosako,30cm,Unknown,Nisai (2y),Unknown
Kohaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/23/photos/Kohaku%2025cm%20Tank%206%201.2.png,Torazo,25cm,Unknown,Nisai (2y),$100 
Yellow Monkey,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/23/photos/Yellow%20Monkey%20orange%2036cm.png,Dainichi,36cm,Female,Nisai (2y),Unknown
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/23/photos/Sanke%2036cm0.png,Izumiya,36cm,Female,Nisai (2y),Unknown
Hi Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/24/photos/Hi%20Utsuri%2035cm%20Tank%206.png,Shinoda,35cm,Unknown,Nisai (2y),$150 
Ai Goromo,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/24/photos/Ai%20Goromo%2037cm2%20no%20beni%20kumonryu.png,Izumiya,37cm,Unknown,Nisai (2y),Unknown
Shiro Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/24/photos/Shiro%20Utsuri%2030cm.png,Omosako,30cm,Female,Nisai (2y),Unknown
Kohaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/25/photos/Kohaku%2041.png,Izumiya,41cm,Female,Sansai (3y),Unknown
Beni Kumonryu,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/25/photos/Beni%20Kumonryu%2034cm.png,Miyatora,34cm,Unknown,Nisai (2y),Unknown
Red Karashigoi,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/25/photos/Red%20Karashigoi%2064cm2.png,Marusei,64cm,Female,Sansai (3y),"$1,000 "
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/26/photos/Showa%2040cm.png,Isa,40cm,Unknown,Nisai (2y),$300 
Yellow Monkey,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/26/photos/Yellow%20Monkey%2035cm.png,Dainichi,35cm,Female,Nisai (2y),Unknown
Shiro Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/26/photos/Shiro%20Utsuri%2026cm.png,Omosako,26cm,Unknown,Nisai (2y),Unknown
Ai Goromo,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/27/photos/Ai%20Goromo%2043cm.png,Izumiya,43cm,Unknown,Nisai (2y),Unknown
Black Diamond,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/27/photos/Black%20Diamond%2040cm.png,Dainichi,40cm,Female,Sansai (3y),Unknown
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/27/photos/Sanke%2041cm.png,Izumiya,41cm,Unknown,Nisai (2y),Unknown
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/28/photos/Showa%2035cm.png,Isa,35cm,Unknown,Nisai (2y),$350 
Yellow Monkey,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/28/photos/Yellow%20Monkey%2032cm.png,Dainichi,32cm,Female,Nisai (2y),$300 
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/28/photos/Sanke%2039cm.png,Izumiya,39cm,Unknown,Nisai (2y),Unknown
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/29/photos/Showa%2040cm.png,Isa,40cm,Unknown,Nisai (2y),Unknown
Yellow Monkey,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/29/photos/Yellow%20Monkey%2032cm.png,Dainichi,32cm,Female,Nisai (2y),$300 
Kohaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/29/photos/Kohaku%2025cm%20Tank%206%201.2.png,Torazo,25cm,Unknown,Nisai (2y),$100 
Hi Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/30/photos/Hi%20Utsuri%2035cm%20Tank%206.png,Shinoda,35cm,Unknown,Nisai (2y),Unknown
Asagi,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/30/photos/Asgai%2046cm.png,Maruhiro,46cm,Unknown,Sansai (3y),Unknown
Doitsu Aka Matsuba,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/30/photos/Doitsu%20Aka%20Matsuba%2037cm.png,Miyatora,37cm,Female,Nisai (2y),$250 
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/20/photos/Sanke%2035cm.png,Izumiya,35cm,Unknown,Nisai (2y),$150 
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/28/photos/Showa%2035cm.png,Isa,35cm,Unknown,Nisai (2y),$350 
Ginrin Chagoi,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/22/photos/gin-rin%20chagoi%2037cm.png,Dainichi,37cm,Female,Nisai (2y),$300 
Black Diamond,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/20/photos/Black%20Diamond%2040cm.png,Dainichi,42cm,Female,Sansai (3y),Unknown
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/32/photos/Sanke%2042cm.png,Izumiya,42cm,Unknown,Sansai (3y),Unknown
Shiro Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/32/photos/Shiro%20Utsuri%2032cm.png,Omosako,32cm,Unknown,Nisai (2y),Unknown
Hi Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/33/photos/Hi%20Utsuri%2044cm.png,Shinoda,44cm,Unknown,Sansai (3y),$200 
Yellow Monkey,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/33/photos/red%20Yellow%20Monkey%2028cm.png,Dainichi,28cm,Female,Nisai (2y),$300 
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/18/photos/Sanke%2037cm.png,Izumiya,37cm,Female,Nisai (2y),$150 
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/17/photos/Sanke%2032cm.png,Izumiya,33cm,Female,Nisai (2y),$100 
Yellow Monkey,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/14/photos/Yellow%20Monkey%20yellow%2036cm.png,Dainichi,32cm,Female,Nisai (2y),Unknown
Ai Goromo,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/34/photos/Ai%20Goromo%2042cm.png,Izumiya,42cm,Unknown,Nisai (2y),$200 
Red Karashigoi,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/17/photos/Red%20Karashigoi%2064cm2.png,Marusei,64cm,Female,Sansai (3y),"$1,000 "
Black Diamond,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/35/photos/Black%20Diamond%2032cm.png,Dainichi,32cm,Female,Nisai (2y),Unknown
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/35/photos/Showa%2037cm.png,Marudo,37cm,Unknown,Nisai (2y),$350 
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/36/photos/Showa%2043cm.png,Marudo,43cm,Female,Sansai (3y),$300 
Ginrin Chagoi,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/36/photos/Gin-Rin%20Chagoi%2041cm0.png,Marudo,41cm,Female,Nisai (2y),$300 
Kujaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/36/photos/Kujaku%2034cm.png,Miyatora,34cm,Female,Nisai (2y),$300 
Ai Goromo,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/37/photos/Ai%20Goromo%2040cm.png,Izumiya,40cm,Unknown,Nisai (2y),$300 
Black Diamond,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/37/photos/Black%20Diamond%2036cm.png,Dainichi,36cm,Female,Nisai (2y),$300 
Ginrin Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/37/photos/Gin-Rin%20Showa%2034cm.png,Isa,34cm,Unknown,Nisai (2y),Unknown
Black Diamond,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/27/photos/Black%20Diamond%2040cm.png,Dainichi,40cm,Female,Nisai (2y),$300 
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/38/photos/Showa%2052cm.png,Marudo,52cm,Female,Sansai (3y),$500 
Shiro Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/38/photos/Shiro%20Utsuri%2027cm.png,Omosako,27cm,Unknown,Nisai (2y),$150 
Black Diamond,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/35/photos/Black%20Diamond%2032cm.png,Dainichi,34cm,Female,Nisai (2y),$300 
Ai Goromo,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/34/photos/Ai%20Goromo%2042cm.png,Izumiya,42cm,Unknown,Nisai (2y),$200 
Ginrin Chagoi,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/22/photos/gin-rin%20chagoi%2037cm.png,Dainichi,37cm,Female,Nisai (2y),$300 
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/18/photos/Sanke%2037cm.png,Izumiya,35cm,Unknown,Nisai (2y),$150 
Doitsu Aka Matsuba,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/21/photos/Doitsu%20Aka%20Matsuba%2037cm.png,Miyatora,37cm,Female,Nisai (2y),$250 
Black Diamond,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/20/photos/Black%20Diamond%2040cm.png,Dainichi,38cm,Female,Nisai (2y),$300 
Kohaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/11/photos/Kohaku%2025cm%20Tank%206%201.2.png,Torazo,26cm,Unknown,Nisai (2y),$100 
Hi Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/33/photos/Hi%20Utsuri%2044cm.png,Shinoda,44cm,Unknown,Sansai (3y),Unknown
Yellow Monkey,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/14/photos/Yellow%20Monkey%20yellow%2036cm.png,Dainichi,35cm,Female,Nisai (2y),Unknown
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/36/photos/Showa%2043cm.png,Marudo,43cm,Female,Sansai (3y),Unknown
Kujaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/36/photos/Kujaku%2034cm.png,Miyatora,34cm,Female,Nisai (2y),$300 
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/20/photos/Sanke%2035cm.png,Izumiya,35cm,Unknown,Nisai (2y),$150 
Doitsu Maruten Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/43/photos/Doitsu%20Sanke%2038cm.png,Hiroi,38cm,Unknown,Nisai (2y),$300 
Shiro Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/43/photos/Shiro%20Utsuri%2037cm.png,Omosako,37cm,Unknown,Nisai (2y),Unknown
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/43/photos/Showa%2025cm.png,Torazo,25cm,Unknown,Nisai (2y),Unknown
Hi Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/44/photos/Hi%20Utsuri%2037cm.png,Shinoda,37cm,Unknown,Nisai (2y),Unknown
Kujaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/44/photos/Kujaku%2039cm.png,Ootsuka,39cm,Female,Nisai (2y),$300 
Black Diamond,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/44/photos/Black%20Diamond%2046cm.png,Dainichi,46cm,Female,Nisai (2y),$300 
Kohaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/45/photos/Kohaku%20dot%2048cm.png,Yamamatsu,48cm,Male,Nisai (2y),Unknown
Kage Shiro Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/45/photos/Kage%20Shiro%20Utsuri%2046cm.png,Ootsuka,46cm,Female,Nisai (2y),$500 
Kohaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/45/photos/Kohaku%2048cm0.png,Yamamatsu,48cm,Female,Nisai (2y),Unknown
Golden Corn,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/46/photos/Golden%20Corn%2044cm.png,Taniguchi,44cm,Female,Sansai (3y),Unknown
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/46/photos/Showa%2052cm.png,Marudo,52cm,Female,Sansai (3y),"$1,000 "
Karashigoi,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/46/photos/Karashigoi%2047cm.png,Dainichi,47cm,Female,Sansai (3y),Unknown
Shiro Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/47/photos/Shiro%20Utsuri%2028cm.png,Omosako,28cm,Unknown,Nisai (2y),$150 
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/47/photos/Showa%2044cm.png,Izumiya,44cm,Unknown,Nisai (2y),Unknown
Yellow Monkey,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/47/photos/Yellow%20Monkey%2030cm.png,Dainichi,30cm,Female,Nisai (2y),Unknown
Ginrin Chagoi,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/49/photos/Gin-Rin%20Chagoi%2034cm.png,Dainichi,34cm,Female,Nisai (2y),Unknown
Shiro Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/49/photos/Shiro%20Utsuri%2035cm.png,Omosako,35cm,Unknown,Nisai (2y),Unknown
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/49/photos/Showa%2043cm.png,Isa,43cm,Unknown,Nisai (2y),Unknown
Black Diamond,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/48/photos/Black%20Diamond%2039cm.png,Dainichi,39cm,Female,Nisai (2y),Unknown
Kujaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/48/photos/Kujaku%2040cm.png,Miyatora,40cm,Female,Nisai (2y),$200 
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/48/photos/Sanke%2040cm.png,Izumiya,40cm,Unknown,Nisai (2y),Unknown
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/38/photos/Sanke%2052.png,Marudo,52cm,Female,Sansai (3y),$500 
Ai Goromo,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/34/photos/Ai%20Goromo%2042cm.png,Izumiya,42cm,Unknown,Nisai (2y),$200 
Ginrin Chagoi,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/36/photos/Gin-Rin%20Chagoi%2041cm0.png,Dainichi,41cm,Female,Nisai (2y),Unknown
Shiro Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/38/photos/Shiro%20Utsuri%2027cm.png,Omosako,27cm,Unknown,Nisai (2y),$150 
Kujaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/44/photos/Kujaku%2039cm.png,Ootsuka,39cm,Female,Nisai (2y),$300 
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/44/photos/Sanke%2040cm.png,Izumiya,40cm,Female,Nisai (2y),$200 
Kage Shiro Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/45/photos/Kage%20Shiro%20Utsuri%2046cm.png,Ootsuka,46cm,Female,Nisai (2y),$500 
Doitsu Maruten Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/43/photos/Doitsu%20Sanke%2038cm.png,Hiroi,38cm,Unknown,Nisai (2y),$300 
Black Diamond,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/35/photos/Black%20Diamond%2032cm.png,Dainichi,34cm,Female,Nisai (2y),$300 
Red Karashigoi,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/25/photos/Red%20Karashigoi%2064cm2.png,Marusei,64cm,Female,Sansai (3y),"$1,000 "
Doitsu Aka Matsuba,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/30/photos/Doitsu%20Aka%20Matsuba%2037cm.png,Miyatora,37cm,Female,Nisai (2y),Unknown
Kujaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/36/photos/Kujaku%2034cm.png,Miyatora,34cm,Female,Nisai (2y),$300 
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/55/photos/Sanke%2039cm.png,Izumiya,39cm,Female,Nisai (2y),Unknown
Shiro Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/55/photos/Shiro%20Utsuri%2032cm.png,Omosako,32cm,Unknown,Nisai (2y),$150 
Ginrin Chagoi,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/55/photos/Gin-Rin%20Chagoi%2035cm.png,Dainichi,35cm,Female,Nisai (2y),$300 
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/56/photos/Sanke%2044cm.png,Izumiya,44cm,Female,Nisai (2y),Unknown
Chagoi,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/56/photos/Chagoi%2036cm.png,Dainichi,36cm,Female,Nisai (2y),$300 
Shiro Muji,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/56/photos/Shiro%20Muji%2034cm.png,Omosako,34cm,Unknown,Nisai (2y),$200 
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/57/photos/Showa%2036cm.png,Isa,36cm,Female,Nisai (2y),$200 
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/57/photos/Showa%2037.png,Isa,37cm,Female,Nisai (2y),Unknown
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/57/photos/Showa%2043cm.png,Isa,43cm,Female,Nisai (2y),$250 
Orenji Ogon,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/58/photos/Orenji%20Ogon%2027cm%20F.png,Marudo,27cm,Female,Tosai (1y),$150 
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/58/photos/Showa%2046cm%20F.png,Isa,46cm,Female,Nisai (2y),Unknown
Ginrin Chagoi,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/58/photos/Gin-Rin%20Chagoi%2033cm%20F.png,Dainichi,33cm,Female,Nisai (2y),$350 
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/46/photos/Showa%2052cm.png,Marudo,52cm,Female,Sansai (3y),"$1,000 "
Black Diamond,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/44/photos/Black%20Diamond%2046cm.png,Dainichi,46cm,Female,Nisai (2y),$300 
Kohaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/11/photos/Kohaku%2025cm%20Tank%206%201.2.png,Torazo,28cm,Unknown,Nisai (2y),Unknown
Ai Goromo,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/60/photos/Ai%20Goromo%2044cm%20M.png,Izumiya,44cm,Male,Nisai (2y),$150 
Sanke,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/60/photos/Sanke%2043cm%20U.png,Izumiya,43cm,Unknown,Nisai (2y),Unknown
Hi Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/60/photos/Hi%20Utsuri%2045cm%20U.png,Shinoda,45cm,Unknown,Nisai (2y),$200 
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/61/photos/Showa%2036cm%20F.png,Isa,36cm,Female,Nisai (2y),$300 
Shiro Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/61/photos/Shiro%20Utsuri%2036cm%20F.png,Omosako,30cm,Female,Nisai (2y),$150 
Kujaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/48/photos/Kujaku%2040cm.png,Miyatora,40cm,Female,Nisai (2y),$200 
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/62/photos/Showa%2062cm%20F.png,Dainichi,62cm,Female,Sansai (3y),Unknown
Ochiba,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/62/photos/Ochiba%2037cm%20M.png,Kanno,37cm,Male,Nisai (2y),$450 
Tancho Goshiki,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/62/photos/Tancho%20Goshiki%2034cm%20F.png,Ootsuka,34cm,Female,Nisai (2y),$300 
Kikusui,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/63/photos/Kikusui%2033cm%20F.png,Marusada,33cm,Female,Nisai (2y),$200 
Gin-Rin Beni Matsukawabake,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/63/photos/Matsukawabake%2044cm%20F.png,Kaneko,44cm,Female,Sansai (3y),$300 
Yamabuki,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/63/photos/Yamibuki%2027cm%20F.png,Sekiguchi,27cm,Female,Nisai (2y),$200 
Ginrin Chagoi,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/64/photos/Gin-Rin%20Chagoi%2034cm%20M.png,Dainichi,34cm,Male,Nisai (2y),$300 
Shiro Utsuri,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/64/photos/Shiro%20Utsuri%2035cm%20M.png,Omosako,35cm,Male,Nisai (2y),$200 
Showa,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/35/photos/Showa%2037cm.png,Marudo,37cm,Unknown,Nisai (2y),Unknown
Goshiki,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/65%20Big%20Auction/photos/Goshiki%20auction.png,Kanno,41cm,Unknown,Nisai (2y),"$1,000 "
Golden Corn,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/65%20Big%20Auction/photos/Golden%20Corn%2048cm.png,Taniguchi,54cm,Female,Nisai (2y),"$2,000 "
Ochiba,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/65%20Big%20Auction/photos/Ochiba%2035cm%202.png,Kanno,39cm,Male,Nisai (2y),"$1,000 "
Kohaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/65%20Big%20Auction/photos/KOhaku%20dianichi.png,Dainichi,59cm,Female,Nisai (2y),Unknown
Kohaku,https://mjjlqhnswgbzvxfujauo.supabase.co/storage/v1/object/public/auctions/65%20Big%20Auction/photos/kOHAKU%20Dainichi.png,Dainichi,61cm,Female,Nisai (2y),"$1,000 "
